,Category ID,Category Name,Number,Name,Weight (in Grams),Dimensions
34901,238,"Minifigure, Head",3626cpb1177,"Minifigure, Head Open Mouth Smile with Teeth and Braces, Freckles Pattern - Hollow Stud",0.54,? x ? x ?
34907,238,"Minifigure, Head",3626cpb1182,"Minifigure, Head Glasses with Blue Sunglasses and Crooked Smile Pattern - Hollow Stud",0.54,? x ? x ?
34911,238,"Minifigure, Head",3626cpb1183,"Minifigure, Head Female with Dark Brown Thin Eyebrows, Angry Mouth, Scar on Cheek Pattern - Hollow Stud",0.54,? x ? x ?
34938,238,"Minifigure, Head",3626cpb1184,"Minifigure, Head Beard Stubble, Gray Bushy Eyebrows, Open Grin, Gold Tooth Pattern - Hollow Stud",0.54,? x ? x ?
34957,238,"Minifigure, Head",3626cpb1181,"Minifigure, Head Dual Sided Female Glasses with Black Frames, Red Lips, Determined / Scared Pattern - Hollow Stud",0.54,? x ? x ?
34980,238,"Minifigure, Head",3626cpb1185,"Minifigure, Head Dual Sided Alien Chima Tiger with Fangs, White Face Fur and Light Blue Eyes, Smile / Angry Pattern (Sykor) - Hollow Stud",0.54,? x ? x ?
35016,238,"Minifigure, Head",3626cpb1186,"Minifigure, Head Male Bushy Gray Eyebrows, Wrinkles, White Pupils, Slight Smile Pattern - Hollow Stud",0.54,? x ? x ?
35019,238,"Minifigure, Head",3626cpb1187,"Minifigure, Head Moustache Black Split, Goatee, Bushy Eyebrows, Cheek Lines, Angry Pattern - Hollow Stud",0.54,? x ? x ?
35023,238,"Minifigure, Head",3626cpb1188,"Minifigure, Head Moustache Dark Tan Thin, Goatee, Wide Smile with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35041,238,"Minifigure, Head",3626cpb1189,"Minifigure, Head Dual Sided Female Dark Orange Eyebrows, Eyelashes, Bright Pink Lips, Smile / Eyes Closed, Kissing Pattern - Hollow Stud",0.54,? x ? x ?
35051,238,"Minifigure, Head",3626cpb1190,"Minifigure, Head Glasses Rectangular, Brown Eyebrows, Open Mouth Smile with Teeth, White Pupils Pattern - Hollow Stud",0.54,? x ? x ?
35057,238,"Minifigure, Head",3626cpb1191,"Minifigure, Head Dual Sided Male Dark Brown Eyebrows, Goatee, Cheek Lines, Smile / Neutral Pattern (SW Kanan Jarrus) - Hollow Stud",0.54,? x ? x ?
35070,238,"Minifigure, Head",3626cpb1192,"Minifigure, Head Female with Black Eyebrows, Eyelashes, White Pupils and Gold Lips Stern Pattern - Hollow Stud",0.54,? x ? x ?
35098,238,"Minifigure, Head",3626cpb1193,"Minifigure, Head Beard Stubble, Raised Left Eyebrow, Headset and Smile Pattern - Hollow Stud",0.54,? x ? x ?
35129,238,"Minifigure, Head",3626cpb1194,"Minifigure, Head Dual Sided Male Green Eye Mask with Eye Holes, Smile / Scared Pattern (Robin) - Hollow Stud",0.54,? x ? x ?
35140,238,"Minifigure, Head",3626cpb1195,"Minifigure, Head Dark Orange Eyebrows, White Pupils, Crooked Smile and Chin Dimple Pattern - Hollow Stud",0.54,? x ? x ?
35156,238,"Minifigure, Head",3626cpb1196,"Minifigure, Head Male Mask with Red and Gold Visor Pattern (Cyclops) - Hollow Stud",0.54,? x ? x ?
35163,238,"Minifigure, Head",3626cpb1197,"Minifigure, Head Dual Sided LotR Bard Long Black Sideburns, Moustache, Goatee, Frowning / Angry with Mud Splotches Pattern - Hollow Stud",0.54,? x ? x ?
35164,238,"Minifigure, Head",3626cpb1198,"Minifigure, Head Dual Sided LotR Bain, Brown Eyebrows, Slight Smile and Freckles  / Angry with Mud Splotches Pattern - Hollow Stud",0.54,? x ? x ?
35165,238,"Minifigure, Head",3626cpb1199,"Minifigure, Head LotR Hunter Orc Pattern - Hollow Stud",0.54,? x ? x ?
35212,238,"Minifigure, Head",3626cpb1200,"Minifigure, Head Male Brown Eyebrows and Long Sideburns, Frown and Furrowed Brow Pattern (SW Imperial Officer) - Hollow Stud",0.54,? x ? x ?
35218,238,"Minifigure, Head",3626cpb0485,"Minifigure, Head Dual Sided HP Dumbledore Glasses / No Glasses Pattern - Hollow Stud",0.56,? x ? x ?
35237,238,"Minifigure, Head",3626cpb1201,"Minifigure, Head Dual Sided LotR Galadriel Eyelashes, Medium Dark Flesh Lips, Neutral / Angry, White Eyes Pattern - Hollow Stud",0.55,? x ? x ?
35238,238,"Minifigure, Head",3626cpb1202,"Minifigure, Head LotR White Eyes, Puckered Mouth, Cheek Lines and Wrinkles, Thin Hair on Reverse Pattern (Witch-King) - Hollow Stud",0.55,? x ? x ?
35240,238,"Minifigure, Head",3626cpb1207,"Minifigure, Head Dual Sided White Mask with Green Eyes, Red Scars, Open / Closed Mouth Pattern (The Joker) - Hollow Stud",0.54,? x ? x ?
35247,238,"Minifigure, Head",3626cpb1204,"Minifigure, Head Black Eyebrows, Orange Eyes, Wrinkles, Scar and Two Large Scars on Back Pattern (SW Darth Vader) - Hollow Stud",0.54,? x ? x ?
35258,238,"Minifigure, Head",3626cpb1203,"Minifigure, Head Moustache Curly Long, Stern Eyebrows, White Pupils Pattern - Hollow Stud",0.54,? x ? x ?
35273,238,"Minifigure, Head",3626cpb1205,"Minifigure, Head LotR Gundabad Orc White Painted Forehead Pattern - Hollow Stud",0.55,? x ? x ?
35276,238,"Minifigure, Head",3626cpb1206,"Minifigure, Head Dual Sided Alien Chima Phoenix with Red Eyes and Dark Bluish Gray Goggles, Rounded / Squared Lower Beak Pattern (Firox) - Hollow Stud",0.55,? x ? x ?
35322,238,"Minifigure, Head",3626cpb0607,"Minifigure, Head Large Drawn Eyebrows, Blue Eye Make-up, Big Red Nose and Large Red Mouth Pattern (Clown) - Hollow Stud",0.54,? x ? x ?
35351,238,"Minifigure, Head",3626cpb1208,"Minifigure, Head Female with Black Eyebrows, Eyelashes, Blue Lips, Smile Pattern - Hollow Stud",0.54,? x ? x ?
35367,238,"Minifigure, Head",3626cpb1211,"Minifigure, Head Female with Black Thin Eyebrows, Eyelashes, White Pupils and Peach Lips Smile Pattern - Hollow Stud",0.54,? x ? x ?
35368,238,"Minifigure, Head",3626cpb1210,"Minifigure, Head Female Glasses with Silver Frames, Brown Eyebrows, Eyelashes, Pink Lips, Open Mouth Smile Pattern - Hollow Stud",0.54,? x ? x ?
35386,238,"Minifigure, Head",3626cpb1209,"Minifigure, Head Dual Sided Bushy Black Eyebrows and Long Thick Sideburns, Frown / Goggles, Angry Pattern - Hollow Stud",0.54,? x ? x ?
35388,238,"Minifigure, Head",3626cpb1212,"Minifigure, Head Dual Sided Female Dark Red Eyebrows, Eyelashes, Pink Lips, Cheek Lines, Smile / Bared Teeth Pattern (April O'Neil) - Hollow Stud",0.54,? x ? x ?
35390,238,"Minifigure, Head",3626cpb1213,"Minifigure, Head Beard Black Angular, Pupils, Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35393,238,"Minifigure, Head",3626cpb1214,"Minifigure, Head Dark Brown Eyebrows, Crooked Smile and Laugh Lines Pattern - Hollow Stud",0.55,? x ? x ?
35396,238,"Minifigure, Head",3626cpb1215,"Minifigure, Head Dual Sided Black Thin Eyebrows, Cheek Lines, Chin Dimple / Bared Teeth with Red Eyes Pattern (Superboy) - Hollow Stud",0.55,? x ? x ?
35397,238,"Minifigure, Head",3626cpb1216,"Minifigure, Head Male Stern Black Eyebrows, White Pupils, Grin Pattern (Lloyd) - Hollow Stud",0.55,? x ? x ?
35398,238,"Minifigure, Head",3626cpb1217,"Minifigure, Head Male Dark Brown Bushy Eyebrows, Cheek Lines and Lopsided Smile Pattern - Hollow Stud",0.55,? x ? x ?
35410,238,"Minifigure, Head",3626bpb0600,"Minifigure, Head Female with Peach Lips, Gray Eyebrows Pattern (HP Professor Sprout) - Blocked Open Stud",0.54,? x ? x ?
35416,238,"Minifigure, Head",3626cpb1218,"Minifigure, Head Dual Sided Female Thin Black Eyebrows, Cheek Lines, Red Lips / Bared Teeth with White Eyes Pattern (Storm) - Hollow Stud",0.55,? x ? x ?
35455,238,"Minifigure, Head",3626cpb1219,"Minifigure, Head Beard Stubble, Black Bushy Eyebrows, Sideburns, Crow's Feet, Grin with Teeth Pattern - Hollow Stud",0.53,? x ? x ?
35488,238,"Minifigure, Head",3626cpb1220,"Minifigure, Head Alien with Mechanical Right Eye Red, Silver Plates on Front Pattern - Hollow Stud",0.55,? x ? x ?
35489,238,"Minifigure, Head",3626cpb1221,"Minifigure, Head Black Eyebrows, White Pupils, Open Smile, Chin Dimple Pattern - Hollow Stud",0.55,? x ? x ?
35517,238,"Minifigure, Head",3626cpb1222,"Minifigure, Head Black Eyebrows, Cheek Lines, White Pupils, Frown Pattern - Hollow Stud",0.54,? x ? x ?
35543,238,"Minifigure, Head",3626cpb1223,"Minifigure, Head Dual Sided Alien Chima Lion Female with Orange Eyes, Black Nose, Forelock, Crooked Smile / Bared Teeth Pattern - Hollow Stud",0.55,? x ? x ?
35544,238,"Minifigure, Head",3626cpb1224,"Minifigure, Head Dual Sided Alien Chima Lion with Orange Eyes and Dark Brown Nose, Neutral / Stern Pattern - Hollow Stud",0.55,? x ? x ?
35564,238,"Minifigure, Head",3626cpb1225,"Minifigure, Head Dual Sided Orange Visor, Black Eyebrows, Determined / Angry Pattern (SW Clone Pilot) - Hollow Stud",0.54,? x ? x ?
35576,238,"Minifigure, Head",3626cpb1226,"Minifigure, Head Beard Stubble, Dark Tan Eyebrows, Crow's Feet, Lopsided Smile Pattern - Hollow Stud",0.54,? x ? x ?
35606,238,"Minifigure, Head",3626cpb1227,"Minifigure, Head Dual Sided Female Black Eyebrows, Eyelashes, Dark Flesh Lips, Smile / Bared Teeth with Red Eyes Pattern - Hollow Stud",0.55,? x ? x ?
35607,238,"Minifigure, Head",3626cpb1228,"Minifigure, Head Alien with Red Eyes, Dark Bluish Gray Eyebrows, Cheek Lines Stern Expression Pattern (Martian Manhunter) - Hollow Stud",0.55,? x ? x ?
35608,238,"Minifigure, Head",3626cpb1229,"Minifigure, Head Alien with Red Eyes, Green Cheek Lines, Dark Pink Circles and Scowl Pattern (Brainiac) - Hollow Stud",0.55,? x ? x ?
35621,238,"Minifigure, Head",3626cpb1230,"Minifigure, Head Female Glasses Star Shaped, Medium Lavender Lips, Open Lopsided Smile with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35622,238,"Minifigure, Head",3626cpb1231,"Minifigure, Head Black Eyebrows, White Pupils, Crooked Open Mouth Smile with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35623,238,"Minifigure, Head",3626cpb1233,"Minifigure, Head Black Eyebrows, Raised Left Eyebrow, White Pupils, Crooked Open Smile with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35624,238,"Minifigure, Head",3626cpb1232,"Minifigure, Head Black Eyebrows, Black Eye Shadow, Chin Dimple Pattern - Hollow Stud",0.54,? x ? x ?
35655,238,"Minifigure, Head",3626cpb1234,"Minifigure, Head Dual Sided Black Headband with Squinted Batman Eyes, Smile / Scared Pattern - Hollow Stud",0.54,? x ? x ?
35656,238,"Minifigure, Head",3626cpb1235,"Minifigure, Head Dual Sided Male Black Eye Mask with Eye Holes, Open Mouth / Red Scuba Mask with Orange Goggles Pattern (Robin) - Hollow Stud",0.54,? x ? x ?
35677,238,"Minifigure, Head",3626cpb1236,"Minifigure, Head Alien with White Eyes and Dark Bluish Gray Lips Pattern (SW Asajj Ventress - 75087) - Hollow Stud",0.54,? x ? x ?
35683,238,"Minifigure, Head",3626cpb1237,"Minifigure, Head Dual Sided Female Black Eyebrows, Light Orange Lips and Beauty Mark / Open Mouth Pattern - Hollow Stud",0.54,? x ? x ?
35756,238,"Minifigure, Head",3626cpb1238,"Minifigure, Head Female Glasses Gray Frames and White Lenses, Eyelashes, Pale Brown Lips Pattern - Hollow Stud",0.54,? x ? x ?
35761,238,"Minifigure, Head",3626cpb1239,"Minifigure, Head Female with Black Eyebrows, Eyelashes, Angry Open Mouth with Bared Teeth, Red Lips Pattern - Hollow Stud",0.54,? x ? x ?
35771,238,"Minifigure, Head",3626cpb1240,"Minifigure, Head Alien with Orange Eyes with White Pupils, Black Eyebrows, Open Smile with Pointed Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35776,238,"Minifigure, Head",3626cpb1241,"Minifigure, Head Dual Sided Alien with Lower Fangs, Eyelashes, Single Orange Eye Open / Eye Half Closed with Blue Eye Shadow Pattern - Hollow Stud",0.54,? x ? x ?
35783,238,"Minifigure, Head",3626cpb1242,"Minifigure, Head Dual Sided Black Closed Eyes, Smile with Tongue / Black Eyes, Eyebrows and Wide Closed Mouth Smile Pattern (Benny) - Hollow Stud",0.55,? x ? x ?
35784,238,"Minifigure, Head",3626cpb1243,"Minifigure, Head Dual Sided Open Lopsided Smile / Pinched Eyebrows and Frown Pattern (Emmet) - Hollow Stud",0.55,? x ? x ?
35785,238,"Minifigure, Head",3626cpb1244,"Minifigure, Head Dual Sided Brown Unibrow, Cheek Lines, Open Mouth Smile / Small Frown Pattern (President Business) - Hollow Stud",0.55,? x ? x ?
35791,238,"Minifigure, Head",3626cpb1245,"Minifigure, Head Female Brown Eyebrows, Freckles, Black Eyelashes, Pink Lips Pattern (Unicorn Girl) - Hollow Stud",0.54,? x ? x ?
35792,238,"Minifigure, Head",3626cpb1247,"Minifigure, Head Dual Sided Brown Eyebrows, Cheek Lines, Chin Dimple, Open Mouth / Closed Eyes Carbonite Pattern (SW Han Solo) - Hollow Stud",0.54,? x ? x ?
35793,238,"Minifigure, Head",3626cpb1246,"Minifigure, Head Smile with Teeth, Arched Eyebrows, White Pupils and Scars Pattern (SW Boba Fett) - Hollow Stud",0.54,? x ? x ?
35815,238,"Minifigure, Head",3626cpb1248,"Minifigure, Head Male Stern Black Eyebrows, Crow's Feet, Cheek Lines, Chin Dimple Pattern - Hollow Stud",0.54,? x ? x ?
35816,238,"Minifigure, Head",3626cpb1249,"Minifigure, Head Moustache Black Curled, Bushy Eyebrows, Round Mouth Pattern - Hollow Stud",0.54,? x ? x ?
35817,238,"Minifigure, Head",3626cpb1250,"Minifigure, Head Dual Sided Black Eyebrows, Mouth Lines / Dark Bluish Gray Visor with Silver Squares, Open Smile with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35818,238,"Minifigure, Head",3626cpb1251,"Minifigure, Head Black Eyebrows, Red Sunken Eyes, Scar over Left Eye, Cheek Lines and Wrinkles Pattern - Hollow Stud",0.54,? x ? x ?
35819,238,"Minifigure, Head",3626cpb1253,"Minifigure, Head Beard Brown, Goatee, Curly Moustache, Bushy Eyebrows, Thin Smile Pattern - Hollow Stud",0.54,? x ? x ?
35846,238,"Minifigure, Head",3626cpb1252,"Minifigure, Head Dual Sided Alien Chima Bear with Black Nose, Yellow Eyes, Dark Brown Fur, Stern / Raised Eyebrow Pattern (Bulkar) - Hollow Stud",0.55,? x ? x ?
35852,238,"Minifigure, Head",3626cpb1255,"Minifigure, Head Alien Chima Bear with Black Nose, White Fangs, Blue Eyes and Gray Tribal Markings on Reverse Pattern - Hollow Stud",0.55,? x ? x ?
35853,238,"Minifigure, Head",3626cpb1256,"Minifigure, Head Alien Chima Bear with Black Nose, Bright Light Blue Eyes, Light Bluish Gray Fur and White Fang Pattern - Hollow Stud",0.55,? x ? x ?
35879,238,"Minifigure, Head",3626cpb1257,"Minifigure, Head Black Eyebrows, White Pupils, Cheek Lines, Circles around Eyes, Frown Pattern - Hollow Stud",0.54,? x ? x ?
35880,238,"Minifigure, Head",3626cpb1254,"Minifigure, Head Alien Pau'an with Yellow Eyes, Gray Lines and Red Markings Pattern (SW Inquisitor) - Hollow Stud",0.54,? x ? x ?
35888,238,"Minifigure, Head",3626cpb1258,"Minifigure, Head Dual Sided White Headband and Cheek Lines, Determined / Frown Pattern (Batman) - Hollow Stud",0.54,? x ? x ?
35889,238,"Minifigure, Head",3626cpb1259,"Minifigure, Head Male White Strip on Forehead and Brown Chin Dimple Pattern (Comic Con Batman) - Hollow Stud",0.54,? x ? x ?
35890,238,"Minifigure, Head",3626cpb1260,"Minifigure, Head Dual Sided Mask with Brown Face and Gold Emblem on Forehead, Open Mouth / Closed Mouth Pattern - Hollow Stud",0.54,? x ? x ?
35891,238,"Minifigure, Head",3626cpb1261,"Minifigure, Head Dual Sided Gray and White Eyebrows, Cheek Lines, Raised Eyebrow /  Bared Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35892,238,"Minifigure, Head",3626cpb1263,"Minifigure, Head Dual Sided Black Thick Eyebrows, Cheek Lines, Closed Mouth  / Open Mouth with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35893,238,"Minifigure, Head",3626cpb1264,"Minifigure, Head Dual Sided Skull Mask with Bright Light Orange Eyes, Skeleton Mouth Smile / Frown Pattern - Hollow Stud",0.54,? x ? x ?
35894,238,"Minifigure, Head",3626cpb1265,"Minifigure, Head Dual Sided Orange Eyebrows, Cheek Lines, Closed Mouth / Open Mouth with Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35895,238,"Minifigure, Head",3626cpb1266,"Minifigure, Head Dual Sided White Strip on Forehead and Cheek Lines, Open Mouth Smile / Stubble, Teeth, Angry Pattern - Hollow Stud",0.54,? x ? x ?
35925,238,"Minifigure, Head",3626cpb1268,"Minifigure, Head Dual Sided Male Green Eye Mask with Eye Holes, Smirk / Frown Pattern - Hollow Stud",0.54,? x ? x ?
35927,238,"Minifigure, Head",3626cpb1269,"Minifigure, Head Dual Sided Moustache, Orange Eyes, Frown / Bared Teeth Pattern - Hollow Stud",0.54,? x ? x ?
35974,238,"Minifigure, Head",3626cpb1270,"Minifigure, Head Black Eyebrows, Wide Eyes, Open Mouth, Teeth and Tongue, Surprised Pattern - Hollow Stud",0.54,? x ? x ?
35975,238,"Minifigure, Head",3626cpb1271,"Minifigure, Head Space Mask with Gold Face Port Pattern (Space Batman) - Hollow Stud",0.54,? x ? x ?
35976,238,"Minifigure, Head",3626cpb1272,"Minifigure, Head Dual Sided Medium Blue Goggles, Smile with Teeth / Clenched Teeth Pattern (Captain Cold) - Hollow Stud",0.54,? x ? x ?
35977,238,"Minifigure, Head",3626cpb1273,"Minifigure, Head Dual Sided Balaclava, White Headband, Cheek Lines, Scowl / Clenched Teeth Pattern (Batman) - Hollow Stud",0.54,? x ? x ?
36007,238,"Minifigure, Head",3626cpb1274,"Minifigure, Head Dual Sided Alien Chima Panther with Yellow Eyes, Fangs and Dark Blue Facial Lines, Neutral / Angry Pattern (Tormak) - Hollow Stud",0.55,? x ? x ?
36027,238,"Minifigure, Head",3626cpb1275,"Minifigure, Head Female with Black Arched Thin Eyebrows, Eyelashes, Dark Pink Lips, Evil Smile Pattern - Hollow Stud",0.54,? x ? x ?
36046,238,"Minifigure, Head",3626cpb1267,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Open Mouth Smile  / Clenched Teeth Pattern (Cyborg) - Hollow Stud",0.54,? x ? x ?
36047,238,"Minifigure, Head",3626cpb1276,"Minifigure, Head Dual Sided Male Dark Green Eye Mask with Eye Holes, Stubble Beard, Serious / Bared Teeth Pattern (Green Arrow) - Hollow Stud",0.54,? x ? x ?
36048,238,"Minifigure, Head",3626cpb1262,"Minifigure, Head Dual Sided Brown Eyebrows, Stubble Beard, Gold Chin Strap, Serious  / Bared Teeth Pattern (Hawkman) - Hollow Stud",0.54,? x ? x ?
36092,238,"Minifigure, Head",3626cpb1277,"Minifigure, Head Dual Sided Female Black Eyebrows, Pink Lips, Eyelashes / Sunglasses with Purple Frames Pattern - Hollow Stud",0.54,? x ? x ?
36106,238,"Minifigure, Head",3626cpb1278,"Minifigure, Head Alien Chima Crocodile with Dark Green Rimmed Eyes, Teeth and Yellowish Green Lower Jaw Pattern - Hollow Stud",0.55,? x ? x ?
36107,238,"Minifigure, Head",3626cpb1279,"Minifigure, Head Alien Chima Crocodile with Dark Green Rimmed Eyes and Metallic Silver Plates with Rivets Lower Jaw Pattern - Hollow Stud",0.55,? x ? x ?
36108,238,"Minifigure, Head",3626cpb1280,"Minifigure, Head Dual Sided Brown Eyebrows, White Pupils, Slight Smile and Cleft Chin / Open Mouth Scared Pattern (McScrubs) - Hollow Stud",0.55,? x ? x ?
36113,238,"Minifigure, Head",3626cpb1281,"Minifigure, Head Alien Chima Vulture Female with Dark Bluish Gray Beak and Mouth and Light Blue Eyes Pattern (Vultrix) - Hollow Stud",0.55,? x ? x ?
36122,238,"Minifigure, Head",3626cpb1282,"Minifigure, Head Dual Sided Digital Eye Glass over Left Eye, Smirk / Determined Pattern (Curtis Bolt) - Hollow Stud",0.54,? x ? x ?
36124,238,"Minifigure, Head",3626cpb1283,"Minifigure, Head Dual Sided Female Red Lips, Goggles, Closed Mouth / Open Mouth Smile Pattern (Christina Hydron) - Hollow Stud",0.54,? x ? x ?
36125,238,"Minifigure, Head",3626cpb1284,"Minifigure, Head Dual Sided Female Digital Eye Glasses, Pink Lips, Smirk / Visor Open Pattern (Caila Phoenix) - Hollow Stud",0.54,? x ? x ?
36129,238,"Minifigure, Head",3626cpb1285,"Minifigure, Head Male with Dark Green Pixelated Visor, Sideburns and Wide Grin with Teeth Pattern (Terabyte) - Hollow Stud",0.54,? x ? x ?
36138,238,"Minifigure, Head",3626cpb1286,"Minifigure, Head Brown Eyebrows, White Pupils, Lopsided Smile with Brown Dimple Pattern - Hollow Stud",0.54,? x ? x ?
36150,238,"Minifigure, Head",3626cpb1287,"Minifigure, Head Dual Sided Dark Tan Eyebrows and Large Sideburns, Determined / Sad Pattern (SW Agent Kallus) - Hollow Stud",0.54,? x ? x ?
36151,238,"Minifigure, Head",3626cpb1288,"Minifigure, Head Alien with Black Goggles and Breathing Mask Pattern (SW Imperial Driver / Pilot) - Hollow Stud",0.54,? x ? x ?
36166,238,"Minifigure, Head",3626cpb1289,"Minifigure, Head Black Eyebrows, Dark Red Eyes, Dark Purple and White Tattoo Pattern - Hollow Stud",0.54,? x ? x ?
36203,238,"Minifigure, Head",3626cpb1290,"Minifigure, Head Glasses with Black and Silver Sunglasses, Black Eyebrows, Chin Dimple, Grim Mouth Pattern - Hollow Stud",0.54,? x ? x ?
36206,238,"Minifigure, Head",3626cpb1291,"Minifigure, Head Dark Orange Eyebrows and Sideburns, Broken Tooth, Determined Grin, Pupils Pattern - Hollow Stud",0.54,? x ? x ?
36211,238,"Minifigure, Head",3626cpb1292,"Minifigure, Head Dual Sided Alien Chima Mummy with Wrappings, Bright Light Blue Eyes, White Fangs / No Fangs Pattern - Hollow Stud",0.55,? x ? x ?
36212,238,"Minifigure, Head",3626cpb1293,"Minifigure, Head Alien Chima Tiger with Tan Fangs, Sand Blue Face Fur and Light Blue Eyes Pattern (Sirox) - Hollow Stud",0.55,? x ? x ?
36226,238,"Minifigure, Head",3626cpb1294,"Minifigure, Head Black Eyebrows, Dark Red Eyes, Dark Purple Tattoo, Evil Smile Pattern - Hollow Stud",0.54,? x ? x ?
36236,238,"Minifigure, Head",3626cpb1295,"Minifigure, Head Alien Chima Bear with Fangs, Bright Light Blue Eyes, Medium Lavender Sinews and Sand Blue Tribal Lines on Back Pattern - Hollow Stud",0.55,? x ? x ?
36240,238,"Minifigure, Head",3626cpb1296,"Minifigure, Head Black Eyebrows, Dark Red Eyes, Dark Purple and White Snakes Tattoo, Open Mouth with Fangs Pattern - Hollow Stud",0.54,? x ? x ?
36241,238,"Minifigure, Head",3626cpb1297,"Minifigure, Head Black Eyebrows, Red Eyes, Purple Tattoo, Fang Pattern - Hollow Stud",0.54,? x ? x ?
36258,238,"Minifigure, Head",3626cpb0553,"Minifigure, Head Alien with SW Shaak Ti, Large Blue Eyes, White Lips Pattern - Hollow Stud",0.55,? x ? x ?
36267,238,"Minifigure, Head",3626cpb1298,"Minifigure, Head Dual Sided Glasses with Silver Goggles, Metal Plates with Circuitry on Forehead, Smile / Angry Pattern (Drillex) - Hollow Stud",0.54,? x ? x ?
36270,238,"Minifigure, Head",3626cpb1299,"Minifigure, Head Alien Chima Tiger with Orange Eyes, White Face, Fangs and Black Stripes Pattern (Trakkar) - Hollow Stud",0.55,? x ? x ?
36271,238,"Minifigure, Head",3626cpb1300,"Minifigure, Head Alien Chima Tiger with Orange Eyes, White Face and Black Stripes Pattern (Tazar) - Hollow Stud",0.55,? x ? x ?
36277,238,"Minifigure, Head",3626cpb1301,"Minifigure, Head Alien Chima Tiger Female with Fangs, Stripes, Sand Blue Fur and Light Blue Eyes Pattern (Sibress) - Hollow Stud",0.55,? x ? x ?
36322,238,"Minifigure, Head",3626cpb1302,"Minifigure, Head Dual Sided Forehead Band, Dark Gray around Eyes, Teeth with Fangs / Open Mouth Pattern (Batzarro) - Hollow Stud",0.55,? x ? x ?
36329,238,"Minifigure, Head",3626cpb1303,"Minifigure, Head Alien with Blue Eyes and Mouth and Silver Plates Pattern - Hollow Stud",0.54,? x ? x ?
36344,238,"Minifigure, Head",3626cpb1304,"Minifigure, Head Beard Dark Orange, Gold Teeth, Eyepatch Pattern - Hollow Stud",0.55,? x ? x ?
36412,238,"Minifigure, Head",3626cpb1305,"Minifigure, Head Beard Stubble, Brown Eyebrows, White Pupils, Open Smile Pattern - Hollow Stud",0.54,? x ? x ?
36453,238,"Minifigure, Head",3626cpb1306,"Minifigure, Head Dual Sided Alien Gold, Gray and Trans Light Blue Face Pattern (Ultron MK1) - Hollow Stud",0.54,? x ? x ?
36489,238,"Minifigure, Head",3626cpb1307,"Minifigure, Head Dual Sided Light Brown Eyebrows and Beard, Smile / Angry Pattern - Hollow Stud",0.55,? x ? x ?
36497,238,"Minifigure, Head",3626cpb0750,"Minifigure, Head Dual Sided Black Sunglasses, Stubble, Scratches, Grin / Black Eyebrows, White Pupils, Determined Pattern (Frank Rock) - Hollow Stud",0.55,? x ? x ?
36498,238,"Minifigure, Head",3626cpb0786,"Minifigure, Head Alien with Spider-Man Black Web and Large White Eyes Pattern - Hollow Stud",0.55,? x ? x ?
36499,238,"Minifigure, Head",3626bpb0881,"Minifigure, Head Dual Sided Alien Chima Lion with Orange Eyes, Brown Nose, Crooked Smile / Open Mouth Pattern (Leonidas) - Blocked Open Stud",0.55,? x ? x ?
36500,238,"Minifigure, Head",3626bpb1067,"Minifigure, Head Male Eyepatch without Reflection, Black Goatee and Cheek Lines Pattern (Nick Fury) - Blocked Open Stud",0.55,? x ? x ?
36501,238,"Minifigure, Head",3626bpb0762,"Minifigure, Head Alien with Black and White Pattern - Blocked Open Stud",0.55,? x ? x ?
36506,238,"Minifigure, Head",3626cpb1308,"Minifigure, Head Alien with Red Eyes and Mouth Pattern - Hollow Stud",0.55,? x ? x ?
36554,238,"Minifigure, Head",3626cpb1309,"Minifigure, Head Dual Sided Female Black Eyelashes and Eyebrows, Lime Blotches, Smirk / Green Eye Shadow and Lips, Teeth Pattern - Hollow Stud",0.54,? x ? x ?
36558,238,"Minifigure, Head",3626cpb1310,"Minifigure, Head Dual Sided Female Brown Eyebrows, Freckles, Eyelashes, Peach Lips, Smile with Teeth / Scared Open Mouth Pattern - Hollow Stud",0.55,? x ? x ?
36559,238,"Minifigure, Head",3626cpb1311,"Minifigure, Head Dual Sided Black Eyebrows, White Pupils, Freckles, Smile with Teeth / Scared Open Mouth Pattern - Hollow Stud",0.55,? x ? x ?
36589,238,"Minifigure, Head",3626cpb1312,"Minifigure, Head Male Right Eye Scarred Area and No Pupil, Open Mouth Angry Pattern (Shredder) - Hollow Stud",0.55,? x ? x ?
36593,238,"Minifigure, Head",3626cpb1313,"Minifigure, Head Beard Black Stubble and Moustache, Eyepatch, Crow's Feet, Bared Teeth Pattern - Hollow Stud",0.54,? x ? x ?
36594,238,"Minifigure, Head",3626bpb0705,"Minifigure, Head Dual Sided Moustache, Goatee and Cheek Lines, Determined / Angry Pattern - Blocked Open Stud",0.55,? x ? x ?
